product_id,product_name,category,price,generated_description
162,Cricket Bat 162,Sports,6458.59,"The Cricket Bat 162 is a sports equipment designed for cricket, a popular bat-and-ball game. It belongs to the sports category, suitable for players looking to improve their cricket skills."
163,Badminton Racket 163,Sports,2597.84,This badminton racket is a sports equipment suitable for playing badminton.
164,Tennis Ball Set 164,Sports,9092.03,"A tennis ball set is a set of balls used for playing tennis, a popular sport. It is a sports equipment suitable for playing tennis."
165,Gym Gloves 165,Sports,8652.5,"The Gym Gloves 165 are sports equipment designed for individuals participating in physical activities such as weightlifting, bodybuilding, and fitness training. They are suitable for use in gyms, fitness centers, and home workout environments. The gloves are priced at ₹8652.5."
166,Yoga Mat 166,Sports,1080.23,A yoga mat suitable for yoga and other floor-based exercises.
167,Skipping Rope 167,Sports,2684.84,"A skipping rope is a sports equipment suitable for jumping rope, a cardio exercise often used in fitness and sports training."
168,Sports Shoes 168,Sports,6822.19,"Sports Shoes 168 are designed for athletic activities, catering to the needs of sports enthusiasts. Suitable for running, training, and other high-intensity sports, these shoes provide comfort and support for a range of sports. they are ideal for individuals seeking a reliable and comfortable athletic shoe."
169,Adjustable Dumbbells 169,Sports,2456.67,"Adjustable Dumbbells 169 are designed for strength training and fitness exercises. Suitable for home workouts and gyms, they provide a versatile and adjustable resistance level for a range of muscle exercises. Perfect for fitness enthusiasts and athletes looking to improve their strength and endurance."
170,Fitness Band 170,Sports,1670.19,This Fitness Band 170 is a sports category product designed for fitness tracking and monitoring. It is suitable for individuals who engage in physical activities and want to monitor their progress. The product is priced at ₹1670.19.
171,Face Wash 171,Beauty,4690.47,"Face Wash 171 is a beauty product designed for cleansing and care of the skin. Suitable for general beauty and skincare needs, this product falls under the category of Beauty. It is priced at ₹4690.47."
172,Moisturizer 172,Beauty,2941.01,"Moisturizer 172 is a beauty product designed to moisturize and nourish the skin. Suitable for general skin care needs, it is a part of the beauty category."
173,Shampoo 173,Beauty,2468.82,This shampoo is a beauty product designed for cleaning and caring for hair. hair. It belongs to the category of beauty products. The product has a price of ₹2468.82.
174,Perfume 174,Beauty,3966.17,"This perfume is a beauty product, suitable for personal use."
175,Sunscreen 175,Beauty,4075.99,This sunscreen is a beauty product suitable for protecting skin from the sun.
176,Lip Balm 176,Beauty,1113.97,This Lip Balm 176 is a beauty product suitable for lip care. It is available for ₹1113.97.
177,Hair Oil 177,Beauty,665.27,Hair Oil 177 is a beauty product suitable for hair care.
178,Body Lotion 178,Beauty,2269.05,The Body Lotion 178 is a beauty product suitable for moisturizing and hydrating the skin. It falls under the category of Beauty. This lotion is available for purchase at ₹2269.05.
179,Face Cream 179,Beauty,2233.18,This Face Cream 179 is a beauty product designed for skin care. It falls under the category of Beauty. The product is priced at ₹2233.18.
180,Beauty Care Kit 180,Beauty,2441.72,The Beauty Care Kit 180 is a beauty product designed for personal grooming and skin care. This kit is categorized under beauty and is priced at ₹2441. ₹2441.72. It is a comprehensive set intended for daily use.
181,Smartphone 181,Electronics,58732.45,"The Smartphone 181 is an electronics product suitable for mobile communication and entertainment purposes. It is designed for personal use and allows users to stay connected with others, access information, and enjoy multimedia content on the go."
182,Laptop 182,Electronics,54359.12,"This laptop is a portable computing device suitable for general computing tasks. It belongs to the electronics category. With a price of ₹54359.12, it offers a reliable option for those seeking a basic computing solution."
183,Wireless Headphones 183,Electronics,78756.97,"Wireless Headphones 183 are an electronic device designed for personal audio listening, suitable for music, podcasts, and phone calls. They are categorized under electronics, allowing users to enjoy uninterrupted sound without being tethered to a device. Their price is ₹78756.97, making them a mid-range option in the market."
184,Smartwatch 184,Electronics,9225.8,The Smartwatch 184 is an electronic device designed for personal monitoring and notification. It falls under the category of Electronics. The product's purpose is to provide a wearable device for users.
185,Tablet 185,Electronics,33105.77,"This Tablet 185 is an electronics product designed for portable entertainment and digital content consumption. It is suitable for reading, browsing, and general digital use on the go."
186,Digital Camera 186,Electronics,28135.25,This Digital Camera 186 is an electronics product designed for photography purposes. It is a general-purpose digital camera suitable for capturing moments and memories.
187,Mechanical Keyboard 187,Electronics,69141.29,"This Mechanical Keyboard 187 is a keyboard designed for typing and computing tasks. Suitable for individuals who value precision and speed, it is a popular choice for gamers, writers, and programmers. it provides a comfortable typing experience and is ideal for everyday computing needs."
188,Wireless Mouse 188,Electronics,21019.52,"This wireless mouse is an electronic device designed for computer input. Suitable for general computing tasks, it allows users to navigate and interact with their computer."
189,Computer Monitor 189,Electronics,16431.4,"This computer monitor is designed for display purposes, suitable for use in an office or home setting. It is a part of the electronics category, offering a visual output for information and entertainment. The monitor is available for ₹16431.4."
190,Bluetooth Speaker 190,Electronics,36716.16,A Bluetooth Speaker 190 is an electronics product suitable for audio playback.
191,Cotton T-Shirt 191,Fashion,3548.49,The Cotton T-Shirt 191 is a fashion item suitable for everyday casual wear.
192,Slim Fit Jeans 192,Fashion,2444.8,Slim Fit Jeans 192 are fashion trousers designed for everyday wear.
193,Casual Jacket 193,Fashion,2223.51,The Casual Jacket 193 is a fashion product suitable for casual wear.
194,Running Sneakers 194,Fashion,7409.15,"Running Sneakers 194 are a fashion product suitable for casual wear and athletic activities. They are designed for comfort and style, ideal for everyday use or running errands. these sneakers are perfect for anyone looking for a reliable and fashionable footwear option."
195,Pullover Hoodie 195,Fashion,3712.11,This Pullover Hoodie 195 is a fashion item suitable for casual wear. It is a type of outerwear designed to keep you warm and comfortable.
196,Travel Backpack 196,Fashion,6932.39,The Travel Backpack 196 is a fashion item designed for carrying essentials during travel. It belongs to the category of Fashion. This backpack is priced at ₹6932.39.
197,Wrist Watch 197,Fashion,4537.5,"The Wrist Watch 197 is a fashion accessory designed for stylish individuals. Suitable for casual wear, it complements any outfit. Made from a durable material, this watch is perfect for everyday use. Ideal for those who value simplicity and elegance, it adds a touch of sophistication to any ensemble."
198,Sunglasses 198,Fashion,689.53,Sunglasses 198 are fashion accessories suitable for wearing on the face. They belong to the category of Fashion. The product is priced at ₹689.53.
199,Casual Shoes 199,Fashion,7994.48,"Casual Shoes 199 is a fashion item suitable for everyday wear. Designed for comfort and style, these shoes are part of the fashion category. Ideal for casual occasions, they are a versatile choice for those looking for a reliable and fashionable shoe option."
200,Baseball Cap 200,Fashion,6737.41,"This Baseball Cap 200 is a fashion accessory designed for casual wear. It is part of the fashion category, making it suitable for everyday use. This baseball cap is available for ₹6737.41."
